GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US24,24,Maryland,0400000US24,24,Maryland,Maryland,5773552(r42264),2378814(r18611),12405.93,2698.69,9707.24,594.8,245.1
0400000US24,24,Maryland,1600000US2400125,2400125,"Maryland - PLACE - Aberdeen city, Harford County","Aberdeen city, Harford County",14959,6191,6.80,0.01,6.80,2201.4,911.1
0400000US24,24,Maryland,1600000US2400175,2400175,"Maryland - PLACE - Aberdeen Proving Ground CDP, Harford County","Aberdeen Proving Ground CDP, Harford County",2093,754,11.91,0.80,11.11,188.5,67.9
0400000US24,24,Maryland,1600000US2400225,2400225,"Maryland - PLACE - Accident town, Garrett County","Accident town, Garrett County",325,173,0.49,0.00,0.49,662.6,352.7
0400000US24,24,Maryland,1600000US2400250,2400250,"Maryland - PLACE - Accokeek CDP, Prince George's County","Accokeek CDP, Prince George's County",10573,3816,28.80,1.37,27.43,385.5,139.1
0400000US24,24,Maryland,1600000US2400350,2400350,"Maryland - PLACE - Adamstown CDP, Frederick County","Adamstown CDP, Frederick County",2372,722,3.29,0.00,3.29,721.3,219.5
0400000US24,24,Maryland,1600000US2400400,2400400,"Maryland - PLACE - Adelphi CDP, Prince George's County","Adelphi CDP, Prince George's County",15086,5526,2.74,0.00,2.74,5508.2,2017.6
0400000US24,24,Maryland,1600000US2400712,2400712,"Maryland - PLACE - Algonquin CDP, Dorchester County","Algonquin CDP, Dorchester County",1241,618,2.84,2.09,0.74,1673.3,833.3
0400000US24,24,Maryland,1600000US2400800,2400800,"Maryland - PLACE - Allen CDP, Wicomico County","Allen CDP, Wicomico County",210,82,0.36,0.01,0.35,596.8,233.0
0400000US24,24,Maryland,1600000US2401450,2401450,"Maryland - PLACE - Andrews AFB CDP, Prince George's County","Andrews AFB CDP, Prince George's County",2973,1385,6.95,0.04,6.92,429.7,200.2
0400000US24,24,Maryland,1600000US2401600,2401600,"Maryland - PLACE - Annapolis city, Anne Arundel County","Annapolis city, Anne Arundel County",38394,17845,8.11,0.92,7.18,5344.1,2483.9
0400000US24,24,Maryland,1600000US2401635,2401635,"Maryland - PLACE - Annapolis Neck CDP, Anne Arundel County","Annapolis Neck CDP, Anne Arundel County",10950,4857,11.40,4.46,6.95,1576.4,699.2
0400000US24,24,Maryland,1600000US2401750,2401750,"Maryland - PLACE - Antietam CDP, Washington County","Antietam CDP, Washington County",89,47,0.15,0.00,0.15,580.0,306.3
0400000US24,24,Maryland,1600000US2401925,2401925,"Maryland - PLACE - Aquasco CDP, Prince George's County","Aquasco CDP, Prince George's County",981,424,22.12,2.33,19.79,49.6,21.4
0400000US24,24,Maryland,1600000US2401975,2401975,"Maryland - PLACE - Arbutus CDP, Baltimore County","Arbutus CDP, Baltimore County",20483(r44981),8563(r21549),6.53,0.00,6.52,3139.9,1312.7
0400000US24,24,Maryland,1600000US2402025,2402025,"Maryland - PLACE - Arden on the Severn CDP, Anne Arundel County","Arden on the Severn CDP, Anne Arundel County",1953,782,1.64,0.21,1.43,1367.1,547.4
0400000US24,24,Maryland,1600000US2402275,2402275,"Maryland - PLACE - Arnold CDP, Anne Arundel County","Arnold CDP, Anne Arundel County",23106,8766,13.55,2.73,10.82,2135.9,810.3
0400000US24,24,Maryland,1600000US2402762,2402762,"Maryland - PLACE - Ashton-Sandy Spring CDP, Montgomery County","Ashton-Sandy Spring CDP, Montgomery County",5628,1936,10.37,0.10,10.27,548.0,188.5
0400000US24,24,Maryland,1600000US2402825,2402825,"Maryland - PLACE - Aspen Hill CDP, Montgomery County","Aspen Hill CDP, Montgomery County",48759,17339,9.70,0.08,9.62,5070.4,1803.1
0400000US24,24,Maryland,1600000US2403500,2403500,"Maryland - PLACE - Baden CDP, Prince George's County","Baden CDP, Prince George's County",2128,811,28.52,0.85,27.67,76.9,29.3
0400000US24,24,Maryland,1600000US2403514,2403514,"Maryland - PLACE - Bagtown CDP, Washington County","Bagtown CDP, Washington County",333,133,0.55,0.00,0.55,610.3,243.7
0400000US24,24,Maryland,1600000US2403575,2403575,"Maryland - PLACE - Bakersville CDP, Washington County","Bakersville CDP, Washington County",30,13,0.05,0.00,0.05,590.4,255.9
0400000US24,24,Maryland,1600000US2403800,2403800,"Maryland - PLACE - Ballenger Creek CDP, Frederick County","Ballenger Creek CDP, Frederick County",18274,7372,10.83,0.02,10.82,1689.2,681.4
0400000US24,24,Maryland,1600000US2404000,2404000,Maryland - PLACE - Baltimore city,Baltimore city,620961(r44982),296685(r21550),92.05,11.11,80.94,7671.5,3665.3
0400000US24,24,Maryland,1600000US2404050,2404050,"Maryland - PLACE - Baltimore Highlands CDP, Baltimore County","Baltimore Highlands CDP, Baltimore County",7019,2708,1.82,0.09,1.73,4056.5,1565.0
0400000US24,24,Maryland,1600000US2404250,2404250,"Maryland - PLACE - Barclay town, Queen Anne's County","Barclay town, Queen Anne's County",120,57,0.16,0.00,0.16,769.0,365.3
0400000US24,24,Maryland,1600000US2404475,2404475,"Maryland - PLACE - Barnesville town, Montgomery County","Barnesville town, Montgomery County",172,71,0.49,0.00,0.49,351.8,145.2
0400000US24,24,Maryland,1600000US2404525,2404525,"Maryland - PLACE - Barrelville CDP, Allegany County","Barrelville CDP, Allegany County",73,28,0.04,0.00,0.04,1662.2,637.5
0400000US24,24,Maryland,1600000US2404625,2404625,"Maryland - PLACE - Barton town, Allegany County","Barton town, Allegany County",457,225,0.23,0.00,0.22,2068.5,1018.4
0400000US24,24,Maryland,1600000US2404650,2404650,"Maryland - PLACE - Bartonsville CDP, Frederick County","Bartonsville CDP, Frederick County",1451,528,2.64,0.03,2.61,555.6,202.2
0400000US24,24,Maryland,1600000US2405250,2405250,"Maryland - PLACE - Beaver Creek CDP, Washington County","Beaver Creek CDP, Washington County",251,107,0.65,0.00,0.65,385.0,164.1
0400000US24,24,Maryland,1600000US2405525,2405525,"Maryland - PLACE - Bel Air CDP, Allegany County","Bel Air CDP, Allegany County",1258,568,0.46,0.00,0.46,2763.7,1247.8
0400000US24,24,Maryland,1600000US2405550,2405550,"Maryland - PLACE - Bel Air town, Harford County","Bel Air town, Harford County",10120,4744,2.94,0.01,2.93,3450.4,1617.4
0400000US24,24,Maryland,1600000US2405825,2405825,"Maryland - PLACE - Bel Air North CDP, Harford County","Bel Air North CDP, Harford County",30568,10985,16.13,0.08,16.06,1903.5,684.0
0400000US24,24,Maryland,1600000US2405950,2405950,"Maryland - PLACE - Bel Air South CDP, Harford County","Bel Air South CDP, Harford County",47709,18795,15.74,0.07,15.67,3045.3,1199.7
0400000US24,24,Maryland,1600000US2406400,2406400,"Maryland - PLACE - Beltsville CDP, Prince George's County","Beltsville CDP, Prince George's County",16772,5921,7.19,0.03,7.16,2342.0,826.8
0400000US24,24,Maryland,1600000US2406550,2406550,"Maryland - PLACE - Benedict CDP, Charles County","Benedict CDP, Charles County",261,142,0.23,0.00,0.23,1117.8,608.2
0400000US24,24,Maryland,1600000US2406615,2406615,"Maryland - PLACE - Bensville CDP, Charles County","Bensville CDP, Charles County",11923,4002,16.90,0.00,16.89,705.7,236.9
0400000US24,24,Maryland,1600000US2406800,2406800,"Maryland - PLACE - Berlin town, Worcester County","Berlin town, Worcester County",4485,1953,3.15,0.00,3.15,1422.2,619.3
0400000US24,24,Maryland,1600000US2406925,2406925,"Maryland - PLACE - Berwyn Heights town, Prince George's County","Berwyn Heights town, Prince George's County",3123,1051,0.69,0.00,0.69,4535.4,1526.3
0400000US24,24,Maryland,1600000US2407125,2407125,"Maryland - PLACE - Bethesda CDP, Montgomery County","Bethesda CDP, Montgomery County",60858,27470,13.36,0.08,13.29,4579.7,2067.2
0400000US24,24,Maryland,1600000US2407200,2407200,"Maryland - PLACE - Betterton town, Kent County","Betterton town, Kent County",345,317,1.00,0.01,0.99,348.5,320.2
0400000US24,24,Maryland,1600000US2407285,2407285,"Maryland - PLACE - Bier CDP, Allegany County","Bier CDP, Allegany County",173,88,1.46,0.00,1.46,118.7,60.4
0400000US24,24,Maryland,1600000US2407375,2407375,"Maryland - PLACE - Big Pool CDP, Washington County","Big Pool CDP, Washington County",82,31,0.11,0.00,0.11,768.1,290.4
0400000US24,24,Maryland,1600000US2407400,2407400,"Maryland - PLACE - Big Spring CDP, Washington County","Big Spring CDP, Washington County",84,40,0.14,0.00,0.14,604.2,287.7
0400000US24,24,Maryland,1600000US2407625,2407625,"Maryland - PLACE - Bishopville CDP, Worcester County","Bishopville CDP, Worcester County",531,241,2.90,0.03,2.87,185.0,84.0
0400000US24,24,Maryland,1600000US2407675,2407675,"Maryland - PLACE - Bivalve CDP, Wicomico County","Bivalve CDP, Wicomico County",201,125,1.35,0.04,1.31,153.2,95.3
0400000US24,24,Maryland,1600000US2407850,2407850,"Maryland - PLACE - Bladensburg town, Prince George's County","Bladensburg town, Prince George's County",9148,3826,1.01,0.01,1.00,9163.0,3832.3
0400000US24,24,Maryland,1600000US2408050,2408050,"Maryland - PLACE - Bloomington CDP, Garrett County","Bloomington CDP, Garrett County",305,134,0.64,0.02,0.62,491.8,216.1
0400000US24,24,Maryland,1600000US2408625,2408625,"Maryland - PLACE - Boonsboro town, Washington County","Boonsboro town, Washington County",3336,1327,2.90,0.01,2.90,1150.8,457.8
0400000US24,24,Maryland,1600000US2408775,2408775,"Maryland - PLACE - Bowie city, Prince George's County","Bowie city, Prince George's County",54727,20687,18.51,0.08,18.43,2970.1,1122.7
0400000US24,24,Maryland,1600000US2408800,2408800,"Maryland - PLACE - Bowleys Quarters CDP, Baltimore County","Bowleys Quarters CDP, Baltimore County",6755,2909,6.10,2.95,3.15,2147.6,924.9
0400000US24,24,Maryland,1600000US2408850,2408850,"Maryland - PLACE - Bowling Green CDP, Allegany County","Bowling Green CDP, Allegany County",1077,533,0.96,0.00,0.96,1119.6,554.1
0400000US24,24,Maryland,1600000US2408862,2408862,"Maryland - PLACE - Bowmans Addition CDP, Allegany County","Bowmans Addition CDP, Allegany County",627,263,0.98,0.00,0.98,638.0,267.6
0400000US24,24,Maryland,1600000US2409100,2409100,"Maryland - PLACE - Braddock Heights CDP, Frederick County","Braddock Heights CDP, Frederick County",2608,1124,4.70,0.01,4.69,555.8,239.5
0400000US24,24,Maryland,1600000US2409325,2409325,"Maryland - PLACE - Brandywine CDP, Prince George's County","Brandywine CDP, Prince George's County",6719,2386,21.11,0.10,21.01,319.8,113.5
0400000US24,24,Maryland,1600000US2409400,2409400,"Maryland - PLACE - Breathedsville CDP, Washington County","Breathedsville CDP, Washington County",254,101,0.37,0.00,0.37,682.6,271.4
0400000US24,24,Maryland,1600000US2409500,2409500,"Maryland - PLACE - Brentwood town, Prince George's County","Brentwood town, Prince George's County",3046,1046,0.38,0.00,0.38,7946.7,2728.9
0400000US24,24,Maryland,1600000US2410150,2410150,"Maryland - PLACE - Brock Hall CDP, Prince George's County","Brock Hall CDP, Prince George's County",9552,3363,13.75,0.13,13.61,701.7,247.1
0400000US24,24,Maryland,1600000US2410225,2410225,"Maryland - PLACE - Brookeville town, Montgomery County","Brookeville town, Montgomery County",134,57,0.12,0.00,0.12,1136.2,483.3
0400000US24,24,Maryland,1600000US2410475,2410475,"Maryland - PLACE - Brooklyn Park CDP, Anne Arundel County","Brooklyn Park CDP, Anne Arundel County",14373,5548,4.27,0.07,4.20,3422.5,1321.1
0400000US24,24,Maryland,1600000US2410500,2410500,"Maryland - PLACE - Brookmont CDP, Montgomery County","Brookmont CDP, Montgomery County",3468,1375,1.97,0.68,1.29,2688.0,1065.7
0400000US24,24,Maryland,1600000US2410575,2410575,"Maryland - PLACE - Brookview town, Dorchester County","Brookview town, Dorchester County",60,31,0.04,0.00,0.04,1384.8,715.5
0400000US24,24,Maryland,1600000US2410650,2410650,"Maryland - PLACE - Broomes Island CDP, Calvert County","Broomes Island CDP, Calvert County",405,204,0.74,0.01,0.73,557.2,280.6
0400000US24,24,Maryland,1600000US2410800,2410800,"Maryland - PLACE - Brownsville CDP, Washington County","Brownsville CDP, Washington County",89,42,0.28,0.00,0.28,314.5,148.4
0400000US24,24,Maryland,1600000US2410900,2410900,"Maryland - PLACE - Brunswick city, Frederick County","Brunswick city, Frederick County",5870,2330,3.70,0.44,3.26,1798.0,713.7
0400000US24,24,Maryland,1600000US2410925,2410925,"Maryland - PLACE - Bryans Road CDP, Charles County","Bryans Road CDP, Charles County",7244,2694,15.38,0.00,15.38,470.9,175.1
0400000US24,24,Maryland,1600000US2410950,2410950,"Maryland - PLACE - Bryantown CDP, Charles County","Bryantown CDP, Charles County",655,257,4.15,0.00,4.14,158.1,62.0
0400000US24,24,Maryland,1600000US2411050,2411050,"Maryland - PLACE - Buckeystown CDP, Frederick County","Buckeystown CDP, Frederick County",1019,554,1.54,0.01,1.53,666.3,362.2
0400000US24,24,Maryland,1600000US2411400,2411400,"Maryland - PLACE - Burkittsville town, Frederick County","Burkittsville town, Frederick County",151,74,0.46,0.00,0.45,332.6,163.0
0400000US24,24,Maryland,1600000US2411750,2411750,"Maryland - PLACE - Burtonsville CDP, Montgomery County","Burtonsville CDP, Montgomery County",8323,2791,8.20,0.38,7.82,1063.7,356.7
0400000US24,24,Maryland,1600000US2411900,2411900,"Maryland - PLACE - Butlertown CDP, Kent County","Butlertown CDP, Kent County",505,213,0.87,0.01,0.86,588.4,248.2
0400000US24,24,Maryland,1600000US2412075,2412075,"Maryland - PLACE - Cabin John CDP, Montgomery County","Cabin John CDP, Montgomery County",2280,903,1.63,0.43,1.20,1907.3,755.4
0400000US24,24,Maryland,1600000US2412150,2412150,"Maryland - PLACE - California CDP, St. Mary's County","California CDP, St. Mary's County",11857,4697,14.98,2.21,12.78,928.1,367.7
0400000US24,24,Maryland,1600000US2412300,2412300,"Maryland - PLACE - Calvert Beach CDP, Calvert County","Calvert Beach CDP, Calvert County",808,323,0.82,0.00,0.82,980.9,392.1
0400000US24,24,Maryland,1600000US2412350,2412350,Maryland - PLACE - Calverton CDP,Calverton CDP,17724,7358,4.62,0.02,4.60,3853.5,1599.7
0400000US24,24,Maryland,1550000US2412350031,2412350031,Maryland - PLACE - Calverton CDP - Montgomery County (part),Montgomery County (part),11561,5106,3.21,0.01,3.20,3615.5,1596.8
0400000US24,24,Maryland,1550000US2412350033,2412350033,Maryland - PLACE - Calverton CDP - Prince George's County (part),Prince George's County (part),6163,2252,1.41,0.01,1.40,4396.1,1606.4
0400000US24,24,Maryland,1600000US2412400,2412400,"Maryland - PLACE - Cambridge city, Dorchester County","Cambridge city, Dorchester County",12326,6228,12.64,2.30,10.34,1192.0,602.3
0400000US24,24,Maryland,1600000US2412600,2412600,"Maryland - PLACE - Camp Springs CDP, Prince George's County","Camp Springs CDP, Prince George's County",19096,7294,7.70,0.01,7.69,2483.1,948.5
0400000US24,24,Maryland,1600000US2412912,2412912,"Maryland - PLACE - Cape St. Claire CDP, Anne Arundel County","Cape St. Claire CDP, Anne Arundel County",8747,3315,2.53,0.52,2.00,4366.6,1654.9
0400000US24,24,Maryland,1600000US2413000,2413000,"Maryland - PLACE - Capitol Heights town, Prince George's County","Capitol Heights town, Prince George's County",4337,1622,0.80,0.00,0.80,5424.5,2028.7
0400000US24,24,Maryland,1600000US2413225,2413225,"Maryland - PLACE - Carlos CDP, Allegany County","Carlos CDP, Allegany County",153,68,0.29,0.00,0.29,533.6,237.1
0400000US24,24,Maryland,1600000US2413325,2413325,"Maryland - PLACE - Carney CDP, Baltimore County","Carney CDP, Baltimore County",29941,13970,6.97,0.00,6.97,4294.4,2003.7
0400000US24,24,Maryland,1600000US2414125,2414125,"Maryland - PLACE - Catonsville CDP, Baltimore County","Catonsville CDP, Baltimore County",41567(r44983),16464(r21551),14.04,0.08,13.96,2977.2,1179.2
0400000US24,24,Maryland,1600000US2414225,2414225,"Maryland - PLACE - Cavetown CDP, Washington County","Cavetown CDP, Washington County",1473,601,1.90,0.00,1.90,774.1,315.9
0400000US24,24,Maryland,1600000US2414300,2414300,"Maryland - PLACE - Cearfoss CDP, Washington County","Cearfoss CDP, Washington County",178,76,0.20,0.00,0.20,885.0,377.9
0400000US24,24,Maryland,1600000US2414325,2414325,"Maryland - PLACE - Cecilton town, Cecil County","Cecilton town, Cecil County",663,264,0.46,0.00,0.46,1435.5,571.6
0400000US24,24,Maryland,1600000US2414800,2414800,"Maryland - PLACE - Cedarville CDP, Prince George's County","Cedarville CDP, Prince George's County",717,387,13.40,0.12,13.28,54.0,29.1
0400000US24,24,Maryland,1600000US2414950,2414950,"Maryland - PLACE - Centreville town, Queen Anne's County","Centreville town, Queen Anne's County",4285,1694,2.46,0.00,2.45,1746.5,690.4
0400000US24,24,Maryland,1600000US2415075,2415075,"Maryland - PLACE - Chance CDP, Somerset County","Chance CDP, Somerset County",353,262,2.58,0.91,1.67,211.4,156.9
0400000US24,24,Maryland,1600000US2415400,2415400,"Maryland - PLACE - Charlestown town, Cecil County","Charlestown town, Cecil County",1183,550,1.51,0.32,1.19,992.7,461.5
0400000US24,24,Maryland,1600000US2415475,2415475,"Maryland - PLACE - Charlotte Hall CDP, St. Mary's County","Charlotte Hall CDP, St. Mary's County",1420,344,5.08,0.01,5.07,280.3,67.9
0400000US24,24,Maryland,1600000US2415500,2415500,"Maryland - PLACE - Charlton CDP, Washington County","Charlton CDP, Washington County",171,59,0.16,0.00,0.16,1046.1,360.9
0400000US24,24,Maryland,1600000US2415925,2415925,"Maryland - PLACE - Chesapeake Beach town, Calvert County","Chesapeake Beach town, Calvert County",5753,2354,2.80,0.08,2.71,2121.5,868.1
0400000US24,24,Maryland,1600000US2415950,2415950,"Maryland - PLACE - Chesapeake City town, Cecil County","Chesapeake City town, Cecil County",673,390,0.69,0.19,0.50,1340.4,776.8
0400000US24,24,Maryland,1600000US2416050,2416050,"Maryland - PLACE - Chesapeake Ranch Estates CDP, Calvert County","Chesapeake Ranch Estates CDP, Calvert County",10519,3758,4.51,0.19,4.32,2434.9,869.9
0400000US24,24,Maryland,1600000US2416125,2416125,"Maryland - PLACE - Chester CDP, Queen Anne's County","Chester CDP, Queen Anne's County",4167,1954,6.80,1.71,5.09,818.4,383.7
0400000US24,24,Maryland,1600000US2416225,2416225,"Maryland - PLACE - Chestertown town, Kent County","Chestertown town, Kent County",5252,2361,2.90,0.31,2.60,2023.6,909.7
0400000US24,24,Maryland,1600000US2416550,2416550,"Maryland - PLACE - Cheverly town, Prince George's County","Cheverly town, Prince George's County",6173,2395,1.35,0.00,1.35,4560.8,1769.5
0400000US24,24,Maryland,1600000US2416620,2416620,"Maryland - PLACE - Chevy Chase town, Montgomery County","Chevy Chase town, Montgomery County",2824,1042,0.47,0.00,0.47,6014.7,2219.3
0400000US24,24,Maryland,1600000US2416625,2416625,"Maryland - PLACE - Chevy Chase CDP, Montgomery County","Chevy Chase CDP, Montgomery County",9545,4058,2.40,0.01,2.39,3986.6,1694.9
0400000US24,24,Maryland,1600000US2416720,2416720,"Maryland - PLACE - Chevy Chase Section Five village, Montgomery County","Chevy Chase Section Five village, Montgomery County",658,226,0.10,0.00,0.10,6418.6,2204.6
0400000US24,24,Maryland,1600000US2416730,2416730,"Maryland - PLACE - Chevy Chase Section Three village, Montgomery County","Chevy Chase Section Three village, Montgomery County",760,278,0.12,0.00,0.12,6461.9,2363.7
0400000US24,24,Maryland,1600000US2416775,2416775,"Maryland - PLACE - Chevy Chase View town, Montgomery County","Chevy Chase View town, Montgomery County",920,311,0.28,0.00,0.28,3336.5,1127.9
0400000US24,24,Maryland,1600000US2416787,2416787,"Maryland - PLACE - Chevy Chase Village town, Montgomery County","Chevy Chase Village town, Montgomery County",1953,726,0.42,0.00,0.42,4680.2,1739.8
0400000US24,24,Maryland,1600000US2416800,2416800,"Maryland - PLACE - Chewsville CDP, Washington County","Chewsville CDP, Washington County",238,118,0.84,0.00,0.84,285.0,141.3
0400000US24,24,Maryland,1600000US2416875,2416875,"Maryland - PLACE - Chillum CDP, Prince George's County","Chillum CDP, Prince George's County",33513,11452,3.45,0.03,3.41,9819.3,3355.4
0400000US24,24,Maryland,1600000US2417000,2417000,"Maryland - PLACE - Choptank CDP, Caroline County","Choptank CDP, Caroline County",129,75,0.24,0.00,0.24,542.1,315.2
0400000US24,24,Maryland,1600000US2417050,2417050,"Maryland - PLACE - Church Creek town, Dorchester County","Church Creek town, Dorchester County",125,67,0.34,0.00,0.34,370.4,198.5
0400000US24,24,Maryland,1600000US2417100,2417100,"Maryland - PLACE - Church Hill town, Queen Anne's County","Church Hill town, Queen Anne's County",745,311,0.71,0.00,0.71,1045.0,436.2
0400000US24,24,Maryland,1600000US2417350,2417350,"Maryland - PLACE - Clarksburg CDP, Montgomery County","Clarksburg CDP, Montgomery County",13766,4352,8.22,0.01,8.21,1677.3,530.3
0400000US24,24,Maryland,1600000US2417475,2417475,"Maryland - PLACE - Clarysville CDP, Allegany County","Clarysville CDP, Allegany County",73,34,0.12,0.00,0.12,624.4,290.8
0400000US24,24,Maryland,1600000US2417600,2417600,"Maryland - PLACE - Clear Spring town, Washington County","Clear Spring town, Washington County",358,189,0.11,0.00,0.11,3186.0,1682.0
0400000US24,24,Maryland,1600000US2417900,2417900,"Maryland - PLACE - Clinton CDP, Prince George's County","Clinton CDP, Prince George's County",35970,12859,25.07,0.08,25.00,1438.9,514.4
0400000US24,24,Maryland,1600000US2418150,2418150,"Maryland - PLACE - Cloverly CDP, Montgomery County","Cloverly CDP, Montgomery County",15126,4996,10.09,0.04,10.05,1505.2,497.2
0400000US24,24,Maryland,1600000US2418200,2418200,"Maryland - PLACE - Cobb Island CDP, Charles County","Cobb Island CDP, Charles County",1166,674,0.92,0.31,0.61,1916.3,1107.7
0400000US24,24,Maryland,1600000US2418250,2418250,"Maryland - PLACE - Cockeysville CDP, Baltimore County","Cockeysville CDP, Baltimore County",20776,10071,11.53,0.14,11.39,1824.6,884.5
0400000US24,24,Maryland,1600000US2418475,2418475,"Maryland - PLACE - Colesville CDP, Montgomery County","Colesville CDP, Montgomery County",14647,5023,5.04,0.01,5.03,2911.3,998.4
0400000US24,24,Maryland,1600000US2418750,2418750,"Maryland - PLACE - College Park city, Prince George's County","College Park city, Prince George's County",30413,8212,5.67,0.04,5.64,5396.0,1457.0
0400000US24,24,Maryland,1600000US2418850,2418850,"Maryland - PLACE - Colmar Manor town, Prince George's County","Colmar Manor town, Prince George's County",1404,415,0.51,0.05,0.47,2993.8,884.9
0400000US24,24,Maryland,1600000US2419125,2419125,"Maryland - PLACE - Columbia CDP, Howard County","Columbia CDP, Howard County",99615,41239,32.18,0.26,31.93,3120.1,1291.7
0400000US24,24,Maryland,1600000US2419825,2419825,"Maryland - PLACE - Coral Hills CDP, Prince George's County","Coral Hills CDP, Prince George's County",9895,4217,1.50,0.00,1.50,6591.0,2808.9
0400000US24,24,Maryland,1600000US2419900,2419900,"Maryland - PLACE - Cordova CDP, Talbot County","Cordova CDP, Talbot County",562,237,4.87,0.00,4.87,115.4,48.6
0400000US24,24,Maryland,1600000US2419975,2419975,"Maryland - PLACE - Corriganville CDP, Allegany County","Corriganville CDP, Allegany County",455,204,0.39,0.00,0.39,1152.1,516.5
0400000US24,24,Maryland,1600000US2420050,2420050,"Maryland - PLACE - Cottage City town, Prince George's County","Cottage City town, Prince George's County",1305,500,0.25,0.00,0.25,5246.0,2010.0
0400000US24,24,Maryland,1600000US2420500,2420500,"Maryland - PLACE - Crellin CDP, Garrett County","Crellin CDP, Garrett County",264,98,0.70,0.00,0.70,376.1,139.6
0400000US24,24,Maryland,1600000US2420525,2420525,"Maryland - PLACE - Cresaptown CDP, Allegany County","Cresaptown CDP, Allegany County",4592(r44984),1351,6.14,0.02,6.11,750.9,220.9
0400000US24,24,Maryland,1600000US2420775,2420775,"Maryland - PLACE - Crisfield city, Somerset County","Crisfield city, Somerset County",2726,1531,3.06,1.44,1.62,1679.7,943.4
0400000US24,24,Maryland,1600000US2420875,2420875,"Maryland - PLACE - Crofton CDP, Anne Arundel County","Crofton CDP, Anne Arundel County",27348,10525,6.61,0.00,6.61,4135.2,1591.5
